file,url,title_length,title_ok,meta_description_length,meta_description_ok,h1_count,h2_count,images_count,images_missing_alt_count,images_empty_alt_count,errors_count,warnings_count
services/built-in-cabinetry.html,https://midwestflipllc.com/services/built-in-cabinetry.html,37,True,143,True,1,7,2,0,0,0,0
services/built-in-shelving-construction.html,https://midwestflipllc.com/services/built-in-shelving-construction.html,49,True,155,True,1,7,2,0,0,0,0
services/cabinet-installation-and-replacement.html,https://midwestflipllc.com/services/cabinet-installation-and-replacement.html,55,True,146,True,1,7,2,0,0,0,0
services/cabinet-painting.html,https://midwestflipllc.com/services/cabinet-painting.html,35,True,141,True,1,7,2,0,0,0,0
services/cabinet-refacing.html,https://midwestflipllc.com/services/cabinet-refacing.html,35,True,141,True,1,7,2,0,0,0,0
services/carbon-monoxide-detector-installation.html,https://midwestflipllc.com/services/carbon-monoxide-detector-installation.html,56,True,147,True,1,7,2,0,0,0,0
services/carpet-installation.html,https://midwestflipllc.com/services/carpet-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/casement-window-installation.html,https://midwestflipllc.com/services/casement-window-installation.html,47,True,153,True,1,7,2,0,0,0,0
services/catch-basin-installation.html,https://midwestflipllc.com/services/catch-basin-installation.html,43,True,149,True,1,7,2,0,0,0,0
services/ceiling-installation.html,https://midwestflipllc.com/services/ceiling-installation.html,39,True,145,True,1,7,2,0,0,0,0
services/ceiling-joist-installation.html,https://midwestflipllc.com/services/ceiling-joist-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/ceramic-tile-installation.html,https://midwestflipllc.com/services/ceramic-tile-installation.html,44,True,150,True,1,7,2,0,0,0,0
services/chair-rail-installation.html,https://midwestflipllc.com/services/chair-rail-installation.html,42,True,148,True,1,7,2,0,0,0,0
services/change-order-management.html,https://midwestflipllc.com/services/change-order-management.html,42,True,148,True,1,7,2,0,0,0,0
services/chimney-construction-and-repair.html,https://midwestflipllc.com/services/chimney-construction-and-repair.html,50,True,156,True,1,7,2,0,0,0,0
services/chimney-flashing-repair.html,https://midwestflipllc.com/services/chimney-flashing-repair.html,42,True,148,True,1,7,2,0,0,0,0
services/clean-out-basement-garage-interior.html,https://midwestflipllc.com/services/clean-out-basement-garage-interior.html,57,True,148,True,1,7,2,0,0,0,0
services/closet-organizer-installation.html,https://midwestflipllc.com/services/closet-organizer-installation.html,48,True,154,True,1,7,2,0,0,0,0
services/closet-system-installation.html,https://midwestflipllc.com/services/closet-system-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/code-compliance-review.html,https://midwestflipllc.com/services/code-compliance-review.html,41,True,147,True,1,7,2,0,0,0,0
services/code-violation-correction.html,https://midwestflipllc.com/services/code-violation-correction.html,44,True,150,True,1,7,2,0,0,0,0
services/colored-concrete.html,https://midwestflipllc.com/services/colored-concrete.html,35,True,141,True,1,7,2,0,0,0,0
services/compaction-testing.html,https://midwestflipllc.com/services/compaction-testing.html,37,True,143,True,1,7,2,0,0,0,0
services/complete-bathroom-renovation.html,https://midwestflipllc.com/services/complete-bathroom-renovation.html,47,True,153,True,1,7,2,0,0,0,0
services/complete-home-building.html,https://midwestflipllc.com/services/complete-home-building.html,41,True,147,True,1,7,2,0,0,0,0
services/complete-kitchen-renovation.html,https://midwestflipllc.com/services/complete-kitchen-renovation.html,46,True,152,True,1,7,2,0,0,0,0
services/composite-deck-installation.html,https://midwestflipllc.com/services/composite-deck-installation.html,46,True,152,True,1,7,2,0,0,0,0
services/concrete-finishing.html,https://midwestflipllc.com/services/concrete-finishing.html,37,True,143,True,1,7,2,0,0,0,0
services/concrete-flatwork-installation.html,https://midwestflipllc.com/services/concrete-flatwork-installation.html,49,True,155,True,1,7,2,0,0,0,0
services/concrete-formwork.html,https://midwestflipllc.com/services/concrete-formwork.html,36,True,142,True,1,7,2,0,0,0,0
services/concrete-placement.html,https://midwestflipllc.com/services/concrete-placement.html,37,True,143,True,1,7,2,0,0,0,0
services/concrete-removal.html,https://midwestflipllc.com/services/concrete-removal.html,35,True,141,True,1,7,2,0,0,0,0
services/concrete-repair.html,https://midwestflipllc.com/services/concrete-repair.html,34,True,140,True,1,7,2,0,0,0,0
services/concrete-services.html,https://midwestflipllc.com/services/concrete-services.html,36,True,133,True,1,7,2,0,0,0,0
services/concrete-slab-on-grade-installation.html,https://midwestflipllc.com/services/concrete-slab-on-grade-installation.html,54,True,160,True,1,7,2,0,0,0,0
services/concrete-strength-testing.html,https://midwestflipllc.com/services/concrete-strength-testing.html,44,True,150,True,1,7,2,0,0,0,0
services/contact-us.html,https://midwestflipllc.com/services/contact-us.html,39,True,135,True,1,7,2,0,0,0,0
services/contract-preparation.html,https://midwestflipllc.com/services/contract-preparation.html,39,True,145,True,1,7,2,0,0,0,0
services/cornice-construction-2.html,https://midwestflipllc.com/services/cornice-construction-2.html,39,True,145,True,1,7,2,0,0,0,0
services/cornice-construction.html,https://midwestflipllc.com/services/cornice-construction.html,39,True,145,True,1,7,2,0,0,0,0
services/cost-estimating.html,https://midwestflipllc.com/services/cost-estimating.html,34,True,140,True,1,7,2,0,0,0,0
services/countertop-installation-granite-quartz-laminate.html,https://midwestflipllc.com/services/countertop-installation-granite-quartz-laminate.html,42,True,157,True,1,7,2,0,0,0,0
services/countertop-installation.html,https://midwestflipllc.com/services/countertop-installation.html,42,True,148,True,1,7,2,0,0,0,0
services/crawl-space-construction.html,https://midwestflipllc.com/services/crawl-space-construction.html,43,True,149,True,1,7,2,0,0,0,0
services/crown-molding-installation.html,https://midwestflipllc.com/services/crown-molding-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/cultured-stone-installation.html,https://midwestflipllc.com/services/cultured-stone-installation.html,46,True,152,True,1,7,2,0,0,0,0
services/custom-cabinet-construction.html,https://midwestflipllc.com/services/custom-cabinet-construction.html,46,True,152,True,1,7,2,0,0,0,0
services/custom-carpentry.html,https://midwestflipllc.com/services/custom-carpentry.html,35,True,141,True,1,7,2,0,0,0,0
services/custom-home-building.html,https://midwestflipllc.com/services/custom-home-building.html,39,True,145,True,1,7,2,0,0,0,0
services/cut-and-fill-operations.html,https://midwestflipllc.com/services/cut-and-fill-operations.html,42,True,148,True,1,7,2,0,0,0,0
services/damaged-material-replacement.html,https://midwestflipllc.com/services/damaged-material-replacement.html,47,True,153,True,1,7,2,0,0,0,0
services/debris-removal-and-disposal.html,https://midwestflipllc.com/services/debris-removal-and-disposal.html,46,True,152,True,1,7,2,0,0,0,0
services/deck-construction.html,https://midwestflipllc.com/services/deck-construction.html,36,True,142,True,1,7,2,0,0,0,0
services/deck-pad-installation.html,https://midwestflipllc.com/services/deck-pad-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/deck-railing-installation.html,https://midwestflipllc.com/services/deck-railing-installation.html,44,True,150,True,1,7,2,0,0,0,0
services/deck-removal.html,https://midwestflipllc.com/services/deck-removal.html,31,True,137,True,1,7,2,0,0,0,0
services/deck-repair-and-refinishing.html,https://midwestflipllc.com/services/deck-repair-and-refinishing.html,46,True,152,True,1,7,2,0,0,0,0
services/deck-repair.html,https://midwestflipllc.com/services/deck-repair.html,30,True,136,True,1,7,2,0,0,0,0
services/decorative-concrete.html,https://midwestflipllc.com/services/decorative-concrete.html,38,True,144,True,1,7,2,0,0,0,0
services/decorative-finishes.html,https://midwestflipllc.com/services/decorative-finishes.html,38,True,144,True,1,7,2,0,0,0,0
services/detached-accessory-structures.html,https://midwestflipllc.com/services/detached-accessory-structures.html,48,True,154,True,1,7,2,0,0,0,0
services/detached-residential-structures.html,https://midwestflipllc.com/services/detached-residential-structures.html,50,True,156,True,1,7,2,0,0,0,0
services/detroit-amp-metro-detroit-primary-focus.html,https://midwestflipllc.com/services/detroit-amp-metro-detroit-primary-focus.html,58,True,149,True,1,7,2,0,0,0,0
services/door-and-window-casing.html,https://midwestflipllc.com/services/door-and-window-casing.html,41,True,147,True,1,7,2,0,0,0,0
services/door-casing-installation.html,https://midwestflipllc.com/services/door-casing-installation.html,43,True,149,True,1,7,2,0,0,0,0
services/door-installation-interior-and-exterior.html,https://midwestflipllc.com/services/door-installation-interior-and-exterior.html,60,True,151,True,1,7,2,0,0,0,0
services/door-repair-and-replacement.html,https://midwestflipllc.com/services/door-repair-and-replacement.html,46,True,152,True,1,7,2,0,0,0,0
services/door-repair.html,https://midwestflipllc.com/services/door-repair.html,30,True,136,True,1,7,2,0,0,0,0
services/door-replacement-for-energy-efficiency.html,https://midwestflipllc.com/services/door-replacement-for-energy-efficiency.html,57,True,148,True,1,7,2,0,0,0,0
services/double-hung-window-installation.html,https://midwestflipllc.com/services/double-hung-window-installation.html,50,True,156,True,1,7,2,0,0,0,0
services/downspout-installation.html,https://midwestflipllc.com/services/downspout-installation.html,41,True,147,True,1,7,2,0,0,0,0
services/drainage-installation.html,https://midwestflipllc.com/services/drainage-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/drainage-pipe-installation.html,https://midwestflipllc.com/services/drainage-pipe-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/driveway-installation.html,https://midwestflipllc.com/services/driveway-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/drop-ceiling-installation.html,https://midwestflipllc.com/services/drop-ceiling-installation.html,44,True,150,True,1,7,2,0,0,0,0
services/drywall-finishing-and-taping.html,https://midwestflipllc.com/services/drywall-finishing-and-taping.html,47,True,153,True,1,7,2,0,0,0,0
services/drywall-installation.html,https://midwestflipllc.com/services/drywall-installation.html,39,True,145,True,1,7,2,0,0,0,0
services/drywall-repair-2.html,https://midwestflipllc.com/services/drywall-repair-2.html,33,True,139,True,1,7,2,0,0,0,0
services/drywall-repair.html,https://midwestflipllc.com/services/drywall-repair.html,33,True,139,True,1,7,2,0,0,0,0
services/egress-window-installation-2.html,https://midwestflipllc.com/services/egress-window-installation-2.html,45,True,151,True,1,7,2,0,0,0,0
services/egress-window-installation.html,https://midwestflipllc.com/services/egress-window-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/elevator-installation-coordination.html,https://midwestflipllc.com/services/elevator-installation-coordination.html,53,True,159,True,1,7,2,0,0,0,0
services/emergency-exit-improvements.html,https://midwestflipllc.com/services/emergency-exit-improvements.html,46,True,152,True,1,7,2,0,0,0,0
services/entry-door-installation.html,https://midwestflipllc.com/services/entry-door-installation.html,42,True,148,True,1,7,2,0,0,0,0
services/erosion-control-measures.html,https://midwestflipllc.com/services/erosion-control-measures.html,43,True,149,True,1,7,2,0,0,0,0
services/excavation-services.html,https://midwestflipllc.com/services/excavation-services.html,38,True,144,True,1,7,2,0,0,0,0
services/exterior-painting.html,https://midwestflipllc.com/services/exterior-painting.html,36,True,142,True,1,7,2,0,0,0,0
services/exterior-trim-installation.html,https://midwestflipllc.com/services/exterior-trim-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/fascia-installation.html,https://midwestflipllc.com/services/fascia-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/fence-installation.html,https://midwestflipllc.com/services/fence-installation.html,37,True,143,True,1,7,2,0,0,0,0
services/fence-repair.html,https://midwestflipllc.com/services/fence-repair.html,31,True,137,True,1,7,2,0,0,0,0
services/fiber-cement-siding-installation.html,https://midwestflipllc.com/services/fiber-cement-siding-installation.html,51,True,157,True,1,7,2,0,0,0,0
services/final-inspection-coordination.html,https://midwestflipllc.com/services/final-inspection-coordination.html,48,True,154,True,1,7,2,0,0,0,0
services/final-walkthrough-and-punch-list-completion.html,https://midwestflipllc.com/services/final-walkthrough-and-punch-list-completion.html,42,True,153,True,1,7,2,0,0,0,0
services/finish-carpentry.html,https://midwestflipllc.com/services/finish-carpentry.html,35,True,141,True,1,7,2,0,0,0,0
services/finish-grading.html,https://midwestflipllc.com/services/finish-grading.html,33,True,139,True,1,7,2,0,0,0,0
services/fire-blocking-installation.html,https://midwestflipllc.com/services/fire-blocking-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/fire-pit-installation.html,https://midwestflipllc.com/services/fire-pit-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/fireplace-construction.html,https://midwestflipllc.com/services/fireplace-construction.html,41,True,147,True,1,7,2,0,0,0,0
services/flat-roof-installation.html,https://midwestflipllc.com/services/flat-roof-installation.html,41,True,147,True,1,7,2,0,0,0,0
services/floor-framing-and-joist-installation.html,https://midwestflipllc.com/services/floor-framing-and-joist-installation.html,55,True,146,True,1,7,2,0,0,0,0
services/floor-joist-repair.html,https://midwestflipllc.com/services/floor-joist-repair.html,37,True,143,True,1,7,2,0,0,0,0
services/floor-leveling.html,https://midwestflipllc.com/services/floor-leveling.html,33,True,139,True,1,7,2,0,0,0,0
services/floor-refinishing.html,https://midwestflipllc.com/services/floor-refinishing.html,36,True,142,True,1,7,2,0,0,0,0
services/footer-installation.html,https://midwestflipllc.com/services/footer-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/footing-drain-installation.html,https://midwestflipllc.com/services/footing-drain-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/foundation-construction-and-installation.html,https://midwestflipllc.com/services/foundation-construction-and-installation.html,59,True,150,True,1,7,2,0,0,0,0
services/foundation-crack-repair.html,https://midwestflipllc.com/services/foundation-crack-repair.html,42,True,148,True,1,7,2,0,0,0,0
services/foundation-inspection-coordination.html,https://midwestflipllc.com/services/foundation-inspection-coordination.html,53,True,159,True,1,7,2,0,0,0,0
services/foundation-leveling-and-stabilization.html,https://midwestflipllc.com/services/foundation-leveling-and-stabilization.html,56,True,147,True,1,7,2,0,0,0,0
services/foundation-repair.html,https://midwestflipllc.com/services/foundation-repair.html,36,True,142,True,1,7,2,0,0,0,0
services/foundation-wall-construction-concrete-block.html,https://midwestflipllc.com/services/foundation-wall-construction-concrete-block.html,42,True,155,True,1,7,2,0,0,0,0
services/foundation-wall-construction-poured-concrete.html,https://midwestflipllc.com/services/foundation-wall-construction-poured-concrete.html,42,True,156,True,1,7,2,0,0,0,0
services/foundation-waterproofing.html,https://midwestflipllc.com/services/foundation-waterproofing.html,43,True,149,True,1,7,2,0,0,0,0
services/framing-and-structural-carpentry.html,https://midwestflipllc.com/services/framing-and-structural-carpentry.html,51,True,157,True,1,7,2,0,0,0,0
services/framing-inspection-coordination.html,https://midwestflipllc.com/services/framing-inspection-coordination.html,50,True,156,True,1,7,2,0,0,0,0
services/french-door-installation.html,https://midwestflipllc.com/services/french-door-installation.html,43,True,149,True,1,7,2,0,0,0,0
services/french-drain-installation.html,https://midwestflipllc.com/services/french-drain-installation.html,44,True,150,True,1,7,2,0,0,0,0
services/gable-roof-construction.html,https://midwestflipllc.com/services/gable-roof-construction.html,42,True,148,True,1,7,2,0,0,0,0
services/garage-additions.html,https://midwestflipllc.com/services/garage-additions.html,35,True,141,True,1,7,2,0,0,0,0
services/garage-build-new-garage-construction.html,https://midwestflipllc.com/services/garage-build-new-garage-construction.html,57,True,148,True,1,7,2,0,0,0,0
services/garage-demolition.html,https://midwestflipllc.com/services/garage-demolition.html,36,True,142,True,1,7,2,0,0,0,0
services/garage-door-installation.html,https://midwestflipllc.com/services/garage-door-installation.html,43,True,149,True,1,7,2,0,0,0,0
services/gazebo-construction.html,https://midwestflipllc.com/services/gazebo-construction.html,38,True,144,True,1,7,2,0,0,0,0
services/girder-installation.html,https://midwestflipllc.com/services/girder-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/grab-bar-installation.html,https://midwestflipllc.com/services/grab-bar-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/grading-and-leveling.html,https://midwestflipllc.com/services/grading-and-leveling.html,39,True,145,True,1,7,2,0,0,0,0
services/guardrail-installation.html,https://midwestflipllc.com/services/guardrail-installation.html,41,True,147,True,1,7,2,0,0,0,0
services/gutter-cleaning-and-maintenance.html,https://midwestflipllc.com/services/gutter-cleaning-and-maintenance.html,50,True,156,True,1,7,2,0,0,0,0
services/gutter-installation.html,https://midwestflipllc.com/services/gutter-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/handrail-installation-2.html,https://midwestflipllc.com/services/handrail-installation-2.html,40,True,146,True,1,7,2,0,0,0,0
services/handrail-installation.html,https://midwestflipllc.com/services/handrail-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/hardwood-flooring-installation.html,https://midwestflipllc.com/services/hardwood-flooring-installation.html,49,True,155,True,1,7,2,0,0,0,0
services/header-installation.html,https://midwestflipllc.com/services/header-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/hip-roof-construction.html,https://midwestflipllc.com/services/hip-roof-construction.html,40,True,146,True,1,7,2,0,0,0,0
services/home-theater-construction.html,https://midwestflipllc.com/services/home-theater-construction.html,44,True,150,True,1,7,2,0,0,0,0
services/house-demolition.html,https://midwestflipllc.com/services/house-demolition.html,35,True,141,True,1,7,2,0,0,0,0
services/house-wrap-installation.html,https://midwestflipllc.com/services/house-wrap-installation.html,42,True,148,True,1,7,2,0,0,0,0
services/ice-dam-prevention-systems.html,https://midwestflipllc.com/services/ice-dam-prevention-systems.html,45,True,151,True,1,7,2,0,0,0,0
services/insulation-installation-walls-attic-basement.html,https://midwestflipllc.com/services/insulation-installation-walls-attic-basement.html,42,True,158,True,1,7,2,0,0,0,0
services/insulation-upgrades.html,https://midwestflipllc.com/services/insulation-upgrades.html,38,True,144,True,1,7,2,0,0,0,0
services/interior-demolition.html,https://midwestflipllc.com/services/interior-demolition.html,38,True,144,True,1,7,2,0,0,0,0
services/interior-painting.html,https://midwestflipllc.com/services/interior-painting.html,36,True,142,True,1,7,2,0,0,0,0
services/interior-trim-installation.html,https://midwestflipllc.com/services/interior-trim-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/job-costing.html,https://midwestflipllc.com/services/job-costing.html,30,True,136,True,1,7,2,0,0,0,0
services/kitchen-cabinet-installation.html,https://midwestflipllc.com/services/kitchen-cabinet-installation.html,47,True,153,True,1,7,2,0,0,0,0
services/kitchen-flooring-installation.html,https://midwestflipllc.com/services/kitchen-flooring-installation.html,48,True,154,True,1,7,2,0,0,0,0
services/kitchen-island-construction.html,https://midwestflipllc.com/services/kitchen-island-construction.html,46,True,152,True,1,7,2,0,0,0,0
services/kitchen-layout-redesign.html,https://midwestflipllc.com/services/kitchen-layout-redesign.html,42,True,148,True,1,7,2,0,0,0,0
services/kitchen-lighting-installation.html,https://midwestflipllc.com/services/kitchen-lighting-installation.html,48,True,154,True,1,7,2,0,0,0,0
services/kitchen-remodeling.html,https://midwestflipllc.com/services/kitchen-remodeling.html,37,True,147,True,1,7,2,0,0,0,0
services/knee-wall-construction.html,https://midwestflipllc.com/services/knee-wall-construction.html,41,True,147,True,1,7,2,0,0,0,0
services/laminate-flooring-installation.html,https://midwestflipllc.com/services/laminate-flooring-installation.html,49,True,155,True,1,7,2,0,0,0,0
services/land-clearing-and-grubbing.html,https://midwestflipllc.com/services/land-clearing-and-grubbing.html,45,True,151,True,1,7,2,0,0,0,0
services/landing-construction.html,https://midwestflipllc.com/services/landing-construction.html,39,True,145,True,1,7,2,0,0,0,0
services/leach-field-installation.html,https://midwestflipllc.com/services/leach-field-installation.html,43,True,149,True,1,7,2,0,0,0,0
services/load-bearing-wall-construction.html,https://midwestflipllc.com/services/load-bearing-wall-construction.html,49,True,155,True,1,7,2,0,0,0,0
services/low-slope-roofing.html,https://midwestflipllc.com/services/low-slope-roofing.html,36,True,142,True,1,7,2,0,0,0,0
services/marble-installation.html,https://midwestflipllc.com/services/marble-installation.html,38,True,144,True,1,7,2,0,0,0,0
services/masonry-column-installation.html,https://midwestflipllc.com/services/masonry-column-installation.html,46,True,152,True,1,7,2,0,0,0,0
services/masonry-wall-construction.html,https://midwestflipllc.com/services/masonry-wall-construction.html,44,True,150,True,1,7,2,0,0,0,0
services/material-procurement.html,https://midwestflipllc.com/services/material-procurement.html,39,True,145,True,1,7,2,0,0,0,0
services/medicine-cabinet-installation.html,https://midwestflipllc.com/services/medicine-cabinet-installation.html,48,True,154,True,1,7,2,0,0,0,0
services/metal-roofing-installation.html,https://midwestflipllc.com/services/metal-roofing-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/michigan-residential-code-compliance.html,https://midwestflipllc.com/services/michigan-residential-code-compliance.html,55,True,146,True,1,7,2,0,0,0,0
services/miosha-safety-compliance.html,https://midwestflipllc.com/services/miosha-safety-compliance.html,43,True,149,True,1,7,2,0,0,0,0
services/modular-home-assembly.html,https://midwestflipllc.com/services/modular-home-assembly.html,40,True,146,True,1,7,2,0,0,0,0
services/mold-remediation-coordination.html,https://midwestflipllc.com/services/mold-remediation-coordination.html,48,True,154,True,1,7,2,0,0,0,0
services/mortar-repair.html,https://midwestflipllc.com/services/mortar-repair.html,32,True,138,True,1,7,2,0,0,0,0
services/natural-stone-installation.html,https://midwestflipllc.com/services/natural-stone-installation.html,45,True,151,True,1,7,2,0,0,0,0
services/new-home-construction.html,https://midwestflipllc.com/services/new-home-construction.html,40,True,138,True,1,7,2,0,0,0,0
services/new-roof-installation.html,https://midwestflipllc.com/services/new-roof-installation.html,40,True,146,True,1,7,2,0,0,0,0
services/non-load-bearing-wall-construction.html,https://midwestflipllc.com/services/non-load-bearing-wall-construction.html,53,True,159,True,1,7,2,0,0,0,0
services/on-site-supervision.html,https://midwestflipllc.com/services/on-site-supervision.html,38,True,144,True,1,7,2,0,0,0,0
services/our-services.html,https://midwestflipllc.com/services/our-services.html,31,True,137,True,1,7,2,0,0,0,0
services/outdoor-kitchen-construction.html,https://midwestflipllc.com/services/outdoor-kitchen-construction.html,47,True,153,True,1,7,2,0,0,0,0
services/partial-structure-demolition.html,https://midwestflipllc.com/services/partial-structure-demolition.html,47,True,153,True,1,7,2,0,0,0,0
services/patio-construction.html,https://midwestflipllc.com/services/patio-construction.html,37,True,143,True,1,7,2,0,0,0,0
services/patio-door-installation.html,https://midwestflipllc.com/services/patio-door-installation.html,42,True,148,True,1,7,2,0,0,0,0
services/patio-installation.html,https://midwestflipllc.com/services/patio-installation.html,37,True,143,True,1,7,2,0,0,0,0
services/percolation-perk-test-coordination.html,https://midwestflipllc.com/services/percolation-perk-test-coordination.html,55,True,146,True,1,7,2,0,0,0,0
services/pergola-construction.html,https://midwestflipllc.com/services/pergola-construction.html,39,True,145,True,1,7,2,0,0,0,0
services/pier-and-curtain-wall-foundation-installation.html,https://midwestflipllc.com/services/pier-and-curtain-wall-foundation-installation.html,42,True,155,True,1,7,2,0,0,0,0
services/plan-review-and-modification.html,https://midwestflipllc.com/services/plan-review-and-modification.html,47,True,153,True,1,7,2,0,0,0,0
services/plaster-repair.html,https://midwestflipllc.com/services/plaster-repair.html,33,True,139,True,1,7,2,0,0,0,0
services/platform-construction.html,https://midwestflipllc.com/services/platform-construction.html,40,True,146,True,1,7,2,0,0,0,0
